0,5
1,5
2,5
3,5
4,5
5,5
6,5
7,5
8,5
9,5
10,5
11,5
12,5
13,5
14,5
15,5
16,5
17,5
18,4
19,4
20,4
21,4
22,4
23,4
24,4
25,4
26,4
27,4
28,4
29,4
30,4
31,3
32,3
33,3
34,3
35,3
36,3
37,6
38,12
39,24
40,48
41,96
42,191
43,379
44,753
45,1493
46,1463
47,1409
48,1307
49,1169
50,1046
51,899
52,762
53,629
54,513
55,414
56,307
57,219
58,181
59,167
60,152
61,140
62,129
63,115
64,98
65,84
66,67
67,57
68,50
69,38
70,35
71,31
72,31
73,29
74,26
75,26
76,23
77,21
78,21
79,21
80,21
81,21
82,19
83,19
84,19
85,19
86,18
87,18
88,18
89,18
90,18
91,18
92,16
93,16
94,15
95,15
96,14
97,14
98,14
99,14
100,13
101,13
102,13
103,13
104,13
105,13
106,13
107,13
108,13
109,13
110,13
111,13
112,13
113,13
114,13
115,13
116,13
117,12
118,12
119,12
120,12
121,12
122,12
123,12
124,12
125,12
126,12
127,10
128,10
129,10
130,10
131,10
132,10
133,10
134,10
135,10
136,10
137,10
138,10
139,10
140,10
141,10
142,10
143,10
144,10
145,10
146,10
147,10
148,10
149,9
150,9
151,9
152,9
153,9
154,9
155,9
156,9
157,9
158,8
159,8
160,16
161,32
162,64
163,126
164,125
165,124
166,124
167,122
168,116
169,110
170,106
171,102
172,93
173,89
174,85
175,83
176,81
177,78
178,73
179,68
180,63
181,115
182,219
183,434
184,863
185,1008
186,2010
187,2008
188,1998
189,1969
190,1928
191,1868
192,1768
193,1655
194,1529
195,1411
196,1306
197,1190
198,1077
199,993
200,919
201,848
202,773
203,713
204,643
205,565
206,496
207,429
208,354
209,288
210,214
211,152
212,116
213,102
214,90
215,78
216,68
217,60
218,53
219,47
220,43
221,41
222,39
223,38
224,38
225,37
226,35
227,33
228,32
229,29
230,27
231,26
232,25
233,25
234,24
235,20
236,20
237,20
238,20
239,20
240,20
241,20
242,20
243,20
244,19
245,17
246,17
247,17
248,17
249,16
250,16
251,16
252,16
253,16
254,16
255,16
256,16
257,15
258,15
259,15
260,14
261,14
262,13
263,11
264,11
265,11
266,11
267,11
268,11
269,11
270,11
271,11
272,11
273,11
274,11
275,11
276,11
277,10
278,9
279,9
280,8
281,8
282,8
283,8
284,8
285,7
286,7
287,7
288,7
289,7
290,7
291,7
292,7
293,7
294,7
295,7
296,7
297,7
298,7
299,7
300,7
301,7
302,7
303,7
304,7
305,6
306,6
307,6
308,6
309,6
310,6
311,5
312,5
313,5
314,5
315,5
316,5
317,5
318,5
319,5
320,5
321,5
322,5
323,5
324,5
325,10
326,20
327,40
328,80
329,160
330,320
331,639
332,639
333,637
334,635
335,628
336,618
337,606
338,582
339,557
340,531
341,513
342,493
343,459
344,434
345,412
346,390
347,366
348,337
349,315
350,290
351,262
352,228
353,206
354,182
355,150
356,122
357,107
358,98
359,90
360,82
361,81
362,68
363,62
364,62
365,57
366,51
367,48
368,43
369,38
370,36
371,33
372,33
373,32
374,31
375,31
376,30
377,28
378,28
379,27
380,27
381,27
382,26
383,25
384,25
385,24
386,24
387,23
388,23
389,23
390,23
391,22
392,21
393,17
394,17
395,17
396,17
397,17
398,16
399,16
400,15
401,14
402,14
403,14
404,14
405,14
406,14
407,13
408,13
409,12
410,12
411,12
412,10
413,10
414,10
415,10
416,9
417,18
418,36
419,72
420,143
421,283
422,563
423,562
424,561
425,554
426,548
427,538
428,507
429,476
430,448
431,428
432,405
433,374
434,350
435,327
436,309
437,281
438,263
439,242
440,211
441,187
442,159
443,145
444,128
445,98
446,81
447,68
448,63
449,62
450,58
451,51
452,49
453,45
454,45
455,43
456,40
457,38
458,36
459,34
460,34
461,33
462,32
463,31
464,31
465,29
466,28
467,28
468,28
469,27
470,26
471,25
472,25
473,25
474,25
475,25
476,24
477,24
478,23
479,23
480,23
481,23
482,23
483,22
484,22
485,21
486,19
487,19
488,75
489,293
490,575
491,575
492,573
493,572
494,567
495,554
496,533
497,507
498,479
499,459
500,437
501,416
502,387
503,364
504,334
505,315
506,300
507,281
508,264
509,250
510,231
511,214
512,189
513,170
514,147
515,130
516,122
517,109
518,99
519,92
520,78
521,73
522,72
523,67
524,63
525,56
526,54
527,51
528,50
529,45
530,42
531,40
532,36
533,36
534,35
535,33
536,32
537,31
538,30
539,30
540,29
541,27
542,27
543,26
544,26
545,26
546,26
547,26
548,26
549,26
550,26
551,25
552,25
553,25
554,24
555,24
556,23
557,23
558,23
559,23
560,23
561,23
