2494,13,11,15,1,2,101
2494,13,51,13,1,3,105
2494,12,13,13,1,4,106
2494,11,83,14,1,5,104
2494,12,59,13,1,4,106
2494,11,19,14,1,5,104
2494,12,0,14,1,3,101
2494,16,79,15,1,6,105
2494,11,7,14,1,5,104
2494,14,53,14,1,1,108
2494,15,5,15,1,6,104
2494,13,36,13,1,2,101
2494,11,40,14,1,5,104
2494,14,35,16,1,3,100
2494,16,12,15,1,6,105
2494,13,47,13,1,4,100
2494,13,53,13,1,4,100
2494,15,6,15,1,6,104
2494,14,3,14,1,1,108
2494,11,25,13,1,5,105
2494,14,36,16,1,3,100
2494,14,20,16,1,3,100
2494,12,14,14,1,3,106
2494,12,-1,14,1,3,101
2494,12,17,15,1,4,103
2494,10,13,13,1,4,105
2494,15,5,15,1,6,104
2494,15,5,15,1,6,104
2494,14,67,14,1,5,99
2494,13,29,13,1,4,100
2494,12,22,14,1,3,101
2494,13,43,14,1,2,102
2494,12,6,14,1,3,101
2494,14,16,16,1,5,103
2494,14,23,16,1,5,103
2494,12,31,14,1,3,101
2494,14,7,14,1,1,108
2494,12,7,14,1,3,101
2494,12,50,15,1,2,103
2494,12,50,13,1,4,106
2494,14,10,16,1,3,100
2494,12,9,14,1,3,101
2494,10,29,13,1,4,105
2494,12,61,14,1,3,101
2494,11,58,14,1,5,104
2494,14,-1,14,1,5,99
2494,14,0,14,1,1,108
2494,12,1,14,1,3,101
2494,13,10,14,1,2,102
2494,13,77,13,1,4,100
2494,12,41,14,1,3,101
2494,14,-1,16,1,5,103
2494,12,14,14,1,3,101
2494,12,31,14,1,3,101
2494,14,48,15,1,2,101
2494,15,2,15,1,6,104
2494,12,11,15,1,2,103
2494,12,10,14,1,3,106
2494,14,102,16,1,5,103
2494,12,9,13,1,4,106
2494,12,20,14,1,3,101
2494,13,13,14,1,4,101
2494,14,5,16,1,3,100
