5473,24,7,16,1,15,98
5473,19,1,14,1,7,100
5473,21,3,15,1,14,99
5473,19,5,14,1,7,100
5473,20,4,15,1,8,99
5473,21,3,15,1,5,102
5473,23,5,12,1,12,101
5473,20,6,13,1,8,99
5473,21,13,15,1,12,99
5473,23,6,12,1,8,100
5473,20,19,14,1,8,100
5473,21,18,10,1,13,99
5473,23,3,16,1,14,101
5473,21,7,15,1,14,99
5473,21,6,15,1,14,99
5473,19,9,14,1,7,100
5473,22,35,14,1,15,103
5473,23,7,14,1,14,100
5473,22,0,14,1,15,103
5473,22,7,14,1,15,99
5473,21,5,15,1,12,99
5473,21,17,15,1,12,99
5473,24,1,16,1,17,103
5473,19,6,14,1,7,100
5473,23,2,16,1,15,100
5473,20,35,13,1,6,100
5473,20,5,14,1,8,101
5473,23,0,14,1,16,99
5473,20,5,14,1,6,101
5473,21,0,14,1,13,101
5473,23,3,16,1,15,100
5473,21,5,14,1,15,101
5473,22,12,14,1,15,99
5473,20,0,10,1,12,100
5473,21,5,9,1,12,101
5473,24,1,16,1,17,103
5473,23,8,16,1,15,100
5473,21,3,15,1,12,99
5473,22,3,16,1,12,100
5473,21,12,13,1,14,102
5473,21,9,15,1,12,99
5473,20,8,14,1,14,101
5473,21,34,15,1,12,99
5473,23,11,15,1,12,97
5473,24,7,16,1,15,99
5473,23,2,15,1,14,97
5473,21,1,15,1,7,99
5473,23,2,17,1,12,98
5473,21,6,15,1,12,99
5473,21,5,15,1,14,99
5473,22,14,13,1,13,101
5473,24,2,16,1,14,97
5473,21,14,11,1,13,100
5473,20,11,14,1,8,101
5473,23,6,17,1,14,98
5473,21,5,15,1,12,99
5473,21,7,13,1,15,102
5473,19,7,14,1,7,100
5473,21,9,13,1,14,102
5473,21,20,15,1,12,99
5473,20,5,10,1,12,100
5473,21,1,15,1,12,99
5473,24,2,16,1,15,99
5473,22,23,16,1,13,99
5473,20,6,10,1,12,100
5473,23,14,15,1,12,97
5473,22,21,15,1,12,100
5473,21,2,14,1,13,101
5473,21,6,15,1,12,99
5473,20,5,15,1,7,100
5473,23,4,16,1,15,100
5473,19,1,14,1,7,100
5473,24,16,11,1,8,101
5473,19,8,14,1,7,100
5473,24,7,17,1,15,100
5473,21,6,14,1,15,102
5473,19,3,14,1,7,100
5473,22,4,16,1,13,98
5473,19,0,14,1,7,100
5473,24,8,16,1,17,103
5473,22,3,14,1,15,99
5473,23,23,14,1,14,102
5473,21,5,13,1,14,102
5473,21,1,14,1,8,100
5473,21,3,15,1,7,100
5473,20,9,14,1,6,101
5473,22,0,14,1,15,101
5473,21,7,11,1,13,101
5473,21,3,14,1,13,101
5473,22,21,15,1,8,101
5473,21,6,15,1,12,99
5473,19,2,14,1,7,100
5473,24,4,16,1,15,99
5473,20,8,10,1,12,100
5473,21,8,15,1,14,99
5473,20,1,13,1,8,99
5473,21,7,15,1,12,99
5473,24,8,15,1,15,99
5473,21,8,15,1,14,99
5473,22,4,15,1,15,101
5473,23,7,12,1,8,100
5473,23,3,16,1,14,100
5473,21,8,15,1,12,99
5473,21,2,15,1,14,99
5473,21,19,14,1,8,100
5473,22,5,15,1,15,100
5473,23,0,13,1,7,100
5473,22,18,16,1,12,100
5473,24,3,16,1,15,99
5473,19,26,14,1,7,100
5473,22,0,14,1,12,99
5473,21,3,15,1,15,102
5473,21,20,14,1,6,101
5473,21,2,15,1,14,99
5473,25,2,18,1,15,98
5473,19,3,14,1,7,100
5473,24,1,15,1,14,101
5473,23,5,14,1,14,100
5473,23,5,17,1,12,98
5473,21,3,14,1,8,100
5473,19,8,14,1,7,100
5473,21,3,15,1,12,99
5473,20,1,15,1,7,100
5473,22,3,14,1,11,99
5473,22,6,14,1,16,101
5473,23,20,14,1,14,99
5473,21,18,15,1,12,99
5473,23,7,16,1,15,100
5473,20,3,14,1,14,101
5473,22,4,16,2,12,98
5473,23,2,15,1,11,99
5473,22,1,15,1,15,101
5473,19,5,14,1,7,100
5473,20,3,15,1,7,100
5473,20,4,10,1,12,100
5473,20,2,14,1,14,101
5473,22,8,14,1,15,101
5473,21,0,15,1,14,99
5473,21,4,13,1,14,102
5473,19,3,14,1,7,100
5473,22,7,14,1,15,99
5473,20,3,14,1,6,101
5473,22,0,14,1,15,103
5473,22,9,15,1,8,101
5473,23,2,15,1,12,97
5473,21,18,14,1,8,100
5473,24,3,16,1,17,103
5473,21,5,15,1,12,99
5473,23,4,15,1,16,99
5473,23,2,15,1,15,101
5473,22,3,14,1,15,103
5473,22,9,12,1,16,101
5473,22,0,14,1,15,99
5473,22,15,13,1,13,101
5473,21,6,14,1,13,101
5473,23,2,13,2,13,101
5473,19,1,14,1,7,100
5473,21,4,14,1,13,101
5473,21,1,15,1,12,99
5473,21,7,11,1,13,101
5473,22,7,14,1,15,103
5473,19,4,14,1,7,100
5473,21,5,15,1,14,99
5473,21,9,14,1,13,101
5473,21,13,15,1,12,99
5473,21,7,15,1,14,99
5473,22,0,12,1,15,101
5473,21,4,15,1,15,102
5473,21,2,15,1,12,99
5473,22,1,14,1,15,99
5473,22,8,14,1,15,103
5473,23,2,15,1,14,100
5473,22,6,14,1,15,103
5473,19,1,14,1,7,100
5473,22,6,16,1,14,100
5473,19,20,14,1,7,100
5473,23,3,13,1,6,99
5473,21,3,15,1,12,99
5473,22,4,15,1,12,101
5473,21,7,10,1,13,99
5473,21,0,14,1,15,102
5473,22,8,15,1,15,101
5473,23,0,15,1,14,100
5473,22,4,16,1,12,100
5473,20,9,15,1,8,99
5473,22,8,15,1,9,101
5473,23,2,15,1,14,97
5473,21,9,13,1,14,102
5473,23,8,13,1,15,103
5473,23,23,14,1,15,98
5473,20,8,15,1,7,100
5473,23,0,15,1,14,97
5473,19,22,14,1,7,100
5473,21,7,9,1,12,101
5473,23,18,16,1,15,100
5473,23,4,17,1,14,98
5473,22,16,16,1,13,98
5473,22,5,14,1,11,99
5473,22,7,15,1,15,101
5473,19,8,14,1,7,100
5473,23,8,16,1,15,100
5473,21,0,15,1,12,99
5473,21,13,14,1,7,101
5473,20,1,14,1,14,101
5473,19,12,14,1,7,100
5473,21,1,14,1,15,102
5473,21,0,14,1,15,102
5473,22,8,15,1,13,100
5473,21,11,14,1,8,100
5473,19,4,14,1,7,100
5473,23,21,15,1,14,100
5473,21,9,15,1,12,99
5473,21,1,15,1,12,99
5473,24,2,16,1,15,99
