1256,4,16,8,1,1,101
1256,4,11,8,1,1,101
1256,4,20,8,1,1,101
1256,4,23,8,1,1,101
1256,3,10,8,2,4,101
1256,3,11,8,2,4,101
1256,4,24,8,1,1,101
1256,4,15,8,1,1,101
1256,4,19,8,1,1,101
1256,4,13,8,1,1,101
1256,3,22,8,2,4,101
1256,4,14,8,1,1,101
1256,5,19,8,1,2,99
1256,5,13,8,1,2,99
1256,3,21,8,2,4,101
1256,3,22,8,2,4,101
1256,3,6,7,1,2,100
1256,3,11,7,1,2,100
1256,4,12,8,1,1,101
1256,3,11,8,2,4,101
1256,4,8,8,1,1,101
1256,4,20,8,1,1,101
1256,4,12,8,1,1,101
1256,2,57,7,1,3,101
1256,2,6,7,1,3,101
1256,5,8,8,1,2,99
1256,4,25,8,1,1,101
1256,4,16,8,1,1,101
1256,5,7,8,1,2,99
1256,4,7,8,1,1,101
1256,4,8,8,1,2,100
1256,3,6,7,1,2,100
1256,3,15,8,2,4,101
1256,3,6,7,1,2,100
1256,4,14,7,1,3,99
1256,5,11,8,1,2,99
1256,4,10,8,1,1,101
1256,6,11,8,1,2,100
1256,4,18,8,1,1,101
1256,3,19,8,2,4,101
1256,2,9,7,1,3,101
1256,3,10,7,1,2,100
1256,4,110,8,1,1,101
1256,2,15,7,1,3,101
1256,3,14,7,1,2,100
1256,4,23,8,1,1,101
1256,4,14,8,1,1,101
1256,5,14,7,1,2,100
1256,5,23,7,1,1,100
1256,3,23,7,1,2,100
1256,4,22,8,1,1,101
1256,4,8,8,1,1,101
1256,2,13,7,1,3,101
1256,4,6,8,1,2,100
1256,2,18,7,1,3,101
1256,3,17,7,1,2,100
1256,5,6,8,1,2,99
1256,4,23,8,1,1,101
1256,5,13,8,1,2,99
1256,4,6,8,1,2,100
1256,4,22,7,1,3,99
1256,3,14,7,1,2,100
1256,4,10,7,1,3,99
1256,4,13,8,1,1,101
1256,4,11,8,1,1,101
1256,2,25,7,1,3,101
1256,5,15,8,1,1,101
1256,2,9,7,1,3,101
1256,4,24,8,1,1,101
1256,5,18,7,1,2,100
1256,3,11,7,1,2,100
1256,4,11,8,1,1,101
1256,4,14,8,1,2,100
1256,4,13,8,1,2,99
1256,4,24,8,1,2,100
1256,3,22,7,1,2,100
1256,3,33,7,1,2,100
